Cód. Perfil;Sigla;Nome Empresarial;CNPJ BÁSICO;CNPJ;jan/22;fev/22;mar/22;abr/22;mai/22;jun/22;jul/22;ago/22;set/22;out/22;nov/22;dez/22;média
71702;UNIFRA;SOC CARIT E LIT SAO FRANCISCO DE ASSIS ZONA NORTE;95606380;95.606.380/0001-19;72,022;84,333;138,002;91,673;89,689;97,511;75,156;98,814;;;;;93,4
71704;PORTO DIAS MATRIZ;PORTO DIAS DIAGNOSTICO POR IMAGEM LTDA;6189829;06.189.829/0001-60;82,617;77,059;85,35;79,672;83,655;82,165;83,76;88,368;;;;;82,83
71705;LEGUS;LEGUS AGROINDUSTRIAL LTDA;988729;00.988.729/0001-18;474,777;402,819;382,5;402,697;374,35;394,842;392,604;410,696;;;;;404,41
71708;DU PONT CL;CORTEVA AGRISCIENCE DO BRASIL LTDA.;61064929;61.064.929/0001-79;5.049,68;4.899,21;2.726,75;768,653;1.684,19;4.564,20;5.513,78;5.171,32;;;;;3.797,22
71722;NUTRILAR;NUTRILAR INDUSTRIA DE SABAO E OLEO LTDA;4742371;04.742.371/0001-08;182,626;184,735;220,033;181,442;198,282;183,517;198,748;185,91;;;;;191,91
71736;REAL DE EDEN;SUPER MERCADO REAL DE EDEN LTDA;28800001;28.800.001/0001-30;1.350,10;1.218,72;1.369,90;1.214,34;1.127,70;974,058;1.080,21;1.062,81;;;;;1.174,73
71791;INTERALLI;INTERALLI GRAOS TERMINAIS S.A;4731861;04.731.861/0001-09;265,895;251,22;280,852;264,823;354,283;296,565;325,57;264,102;;;;;287,91
71795;EVONIK AM CL;EVONIK BRASIL LTDA;62695036;62.695.036/0040-09;1.037,13;960,47;954,376;1.005,04;1.002,88;954,194;957,495;924,562;;;;;974,52
71799;ATACADAO DO CARLITO;ACL SANTOS COMERCIO DE GENEROS ALIMENTICIOS LTDA;8856321;08.856.321/0001-02;112,154;106,488;109,518;104,063;109,698;106,528;110,902;107,111;;;;;108,31
71802;COSTA RICA LIVRE;COSTA RICA MALHAS E CONFECCOES LTDA;2944599;02.944.599/0028-67;2.168,33;2.053,93;2.267,86;2.087,92;2.285,37;2.227,11;2.276,15;2.261,27;;;;;2.203,49
71810;REINA SEMENTES;REINA SEMENTES LTDA;20057786;20.057.786/0001-90;108,133;128,659;236,96;186,647;161,285;141,009;166,478;177,763;;;;;163,37
71813;UNIMED RIBEIRÃO;UNIMED DE RIBEIRAO PRETO COOPERATIVA DE TRABALHO MEDICO;45232246;45.232.246/0001-27;506,816;478,039;544,858;495,122;449,446;404,706;426,989;438,34;;;;;468,04
71814;CINEPOLIS;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA.;9652820;09.652.820/0001-32;1.251,88;1.068,78;1.349,07;1.135,74;999,608;908,904;1.042,22;811,058;;;;;1.070,91
71816;ANIMA UNIBH ESTORIL;IEDUC - INSTITUTO DE EDUCACAO E CULTURA S/A;8446503;08.446.503/0001-05;83,117;103,111;215,715;177,974;151,119;128,267;96,776;127,112;;;;;135,4
71822;ECONOMICO;ECONOMICO COMERCIO DE ALIMENTOS EIRELI;6957694;06.957.694/0001-36;494,728;478,458;521,579;496,97;532,093;525,338;543,1;543,035;;;;;516,91
71831;ISOPLAST;ISOPLAST INDUSTRIA E COMERCIO DE PLASTICOS LTDA;72273436;72.273.436/0001-65;458,561;452,596;496,715;411,527;508,275;552,983;527,869;557,411;;;;;495,74
71868;THE BLUE OFFICEMALL;CONDOMINIO THE BLUE OFFICEMALL;20544289;20.544.289/0001-17;80,604;80,881;86,688;76,895;68,896;58,888;63,713;62,587;;;;;72,39
71869;ENGETECH;ENGETECH COMERCIO E INDUSTRIA DE PLASTICOS LTDA.;1144673;01.144.673/0001-88;241,439;177,843;263,473;244,525;267,248;231,462;249,451;241,471;;;;;239,61
71889;PIFPAFPATR CL;RIO BRANCO ALIMENTOS S/A;5017780;05.017.780/0011-78;1.373,85;1.273,03;1.408,10;1.265,81;1.290,90;1.247,36;1.325,28;1.325,00;;;;;1.313,67
71896;LIBRELATO;LIBRELATO S.A. IMPLEMENTOS RODOVIARIOS;75274316;75.274.316/0001-70;257,856;207,627;214,72;211,276;245,934;237,671;232,194;233,558;;;;;230,1
71921;JUSSARA CL;USINA DE LATICINIOS JUSSARA SA;47964911;47.964.911/0001-00;2.184,87;2.016,65;2.381,83;2.332,16;2.286,00;2.199,10;2.337,79;2.079,13;;;;;2.227,19
71928;UEL BRILHANTE CL;USINA ELDORADO S.A - EM RECUPERACAO JUDICIAL;5620523;05.620.523/0001-54;604,151;609,336;953,15;1.749,35;510,914;410,259;105,212;513,704;;;;;682,01
71935;SAN MARCOS CL;SAN MARCOS REVESTIMENTOS CERAMICOS LTDA;3952525;03.952.525/0001-15;2.522,87;2.394,76;2.574,92;2.568,19;2.633,92;2.438,65;2.652,57;2.552,79;;;;;2.542,33
71939;PPG LIVRE;PPG INDUSTRIAL DO BRASIL - TINTAS E VERNIZES - LTDA.;43996693;43.996.693/0001-27;1.497,22;1.331,02;1.578,92;1.422,34;1.498,22;1.334,32;1.378,15;1.352,31;;;;;1.424,06
71940;SIG COMBIBLOC CL;SIG COMBIBLOC DO BRASIL LTDA;1861489;01.861.489/0001-59;2.724,96;2.680,00;2.738,38;2.621,59;2.781,31;2.592,82;2.685,97;2.815,32;;;;;2.705,04
71957;CENTERMINAS;CONDOMINIO EMPREENDIMENTO COMERCIAL CENTER MINAS-BLOCO 1 POWER;17008888;17.008.888/0001-01;124,854;117,726;138,573;134,135;122,266;114,483;121,071;122,863;;;;;124,5
71970;LINHANYL MATRIZ;LINHANYL S A LINHAS PARA COSER;61135315;61.135.315/0001-30;109,125;115,448;123,623;103,894;119,662;116,336;115,249;117,557;;;;;115,11
71982;TELEPERFORMANCE PRN;TELEPERFORMANCE CRM S.A.;6975199;06.975.199/0001-50;356,055;337,808;353,514;337,766;338,048;305,735;312,575;323,042;;;;;333,07
71990;BELAGUA;BENEVIDES AGUAS S/A;15887193;15.887.193/0001-11;180,693;190,317;218,769;215,457;205,023;204,561;214,252;234,82;;;;;207,99
71991;AGRIFIRM;AGRIFIRM DO BRASIL NUTRICAO ANIMAL LTDA;3279946;03.279.946/0001-27;95,535;89,7;106,391;67,742;85,001;82,645;87,752;99,659;;;;;89,3
71994;TECIDOS D FRANCISCA;TECIDOS DONA FRANCISCA LTDA;84692268;84.692.268/0001-21;179,046;260,443;253,773;182,111;171,409;154,156;179,764;195,569;;;;;197,03
71995;CARAMURU S SIMAO;CARAMURU ALIMENTOS  S/A;80671;00.080.671/0001-00;752,406;2.449,54;2.532,23;2.430,15;1.868,48;922,771;873,802;805,364;;;;;1.579,34
71996;CARAMURU IPAMERI;CARAMURU ALIMENTOS  S/A;80671;00.080.671/0001-00;1.072,52;2.284,30;2.511,32;2.322,21;2.391,66;2.290,28;2.248,33;2.171,92;;;;;2.161,57
72000;CONFAB INDUSTRIAL CL;CONFAB INDUSTRIAL SOCIEDADE ANONIMA;60882628;60.882.628/0001-90;367,68;383,822;412,994;385,19;451,633;420,455;426,121;451,225;;;;;412,39
72033;SQUARE GARDEN;JOINVILLE SQUARE GARDEN EVENTOS LTDA.;12594548;12.594.548/0001-96;42,808;63,817;57,553;41,941;33,045;29,041;36,187;24,166;;;;;41,07
72040;INTERCONTINENTAL FOODS;INTERCONTINENTAL FOODS - COMERCIO DE ALIMENTOS LTDA;24013907;24.013.907/0001-53;163,52;197,793;227,455;209,484;178,098;114,326;135,37;202,701;;;;;178,59
72048;CRISTALPET PE;CRISTALPET DO BRASIL INDUSTRIA DE EMBALAGENS LTDA.;9428630;09.428.630/0001-36;2.425,65;2.136,33;2.438,67;2.063,61;1.971,72;2.383,30;2.175,28;2.204,97;;;;;2.224,94
72063;RIVELLI CL;RIVELLI ALIMENTOS S/A;21005582;21.005.582/0001-79;2.920,00;2.732,72;3.000,51;2.811,23;2.932,75;2.957,43;2.713,06;2.841,64;;;;;2.863,67
72064;NARDINI ENERG CL;COMPANHIA ENERGETICA NARDINI;28127776;28.127.776/0001-96;386,884;409,716;442,351;431,59;0,05;0,067;0,039;9,617;;;;;210,04
72065;CONTSQUARE CL;CONDOMINIO CONTINENTAL SQUARE FARIA LIMA;5978315;05.978.315/0001-21;847,358;818,792;979,755;860;823,213;786,624;851,339;842,583;;;;;851,21
72066;CURTIDORA TOCANTINS;CURTIDORA TOCANTINS LTDA;9233233;09.233.233/0001-09;161,589;165,232;172,724;165,659;157,935;148,758;157,752;160,765;;;;;161,3
72075;NAANDAN JAIN;NAANDAN JAIN BRASIL INDUSTRIA E COMERCIO DE EQUIPAMENTOS PARA IRRIGACAO LTDA.;60991965;60.991.965/0001-15;284,233;250,782;336,178;332,783;329,455;311,17;306,571;274,426;;;;;303,2
72076;SANTA CLARA MAN;SANTA CLARA MANUFATURA E COSMETICOS LTDA;57407397;57.407.397/0001-58;184,924;188,064;240,34;189,895;217,95;209,837;214,459;237,277;;;;;210,34
72077;RESIPLASTIC;RESIPLASTIC INDUSTRIA E COMERCIO LTDA;57159923;57.159.923/0001-08;205,762;143,638;209,432;171,968;190,535;176,132;202,299;221,867;;;;;190,2
72083;ED BUILDING;EDIFICIO MEMORIAL OFFICE BUILDING;3673833;03.673.833/0001-01;109,095;104,93;137,099;132,859;132,677;127,327;137,547;125,018;;;;;125,82
72084;CETREL;CETREL S.A.;14414973;14.414.973/0001-81;312,547;288,575;398,58;506,852;402,074;293,103;335,797;366,786;;;;;363,04
72086;DURMETAL;DURMETAL INDUSTRIA E COMERCIO DE PECAS E MAQUINAS LTDA;72484355;72.484.355/0001-04;221,06;218,928;219,57;194,404;230,538;203,03;191,723;195,657;;;;;209,36
72087;SM ALVORADA;SUPERMERCADOS ALVORADA EIRELI;17833301;17.833.301/0001-07;2.270,82;2.028,52;2.313,41;2.071,35;1.906,35;1.671,92;1.771,13;1.805,66;;;;;1.979,89
72090;SHOPPING RIVIERA;CONDOM CIVIL SHOPPING CENTER RIVIERA DE SAO LOURENCO;64609928;64.609.928/0001-50;231,861;197,188;199,492;145,97;111,847;97,427;124,82;102,364;;;;;151,37
72091;NEVADA;AMIDOS NEVADA LTDA;7165986;07.165.986/0001-07;390,696;382,748;328,199;326,715;419,472;322,954;355,504;313,942;;;;;355,03
72098;VALPASA CL;VALPASA INDUSTRIA DE PAPEL LTDA;85155414;85.155.414/0001-42;2.018,22;2.029,28;2.261,99;1.367,91;1.611,01;2.074,37;2.214,95;2.281,36;;;;;1.982,38
72099;BRF 364 PARANAGUA CL;BRF S.A.;1838723;01.838.723/0001-27;1.846,06;1.807,56;2.059,08;1.868,07;1.945,31;1.867,61;1.850,04;1.871,70;;;;;1.889,43
72100;OURINHOS;SUPERMERCADO OURINHOS LTDA;46951943;46.951.943/0001-09;239,301;220,361;261;234,609;210,242;201,876;218,977;244,767;;;;;228,89
72102;CELEIRO;COMERCIAL CELEIRO LTDA;83314757;83.314.757/0001-87;657,419;587,717;600,727;523,001;499,423;475,666;510,367;498,376;;;;;544,09
72103;FIAMMA;FIAMMA INDUSTRIA E COMERCIO DE ALIMENTOS EIRELI;16920268;16.920.268/0001-81;421,407;399,804;462,305;414,313;436,707;407,229;406,354;428,104;;;;;422,03
72116;MINERVA MSO;MINERVA S.A.;67620377;67.620.377/0001-14;1.538,42;1.426,09;1.523,59;1.322,03;1.557,48;1.430,16;1.573,28;1.557,21;;;;;1.491,03
72124;ARROZ NUTRIPAR;CURIONI & BIOLLO LTDA;72094758;72.094.758/0001-47;330,628;296,214;283,044;253,393;318,443;336,164;210,043;237,906;;;;;283,23
72134;RIOBARRA;RIOBARRA EMPREENDIMENTOS IMOBILIARIOS LTDA;13808433;13.808.433/0001-10;287,515;248,249;281,782;236,404;180,321;152,317;193,633;172,462;;;;;219,09
72135;ONESUBSEA DO BRASIL;ONESUBSEA DO BRASIL SERVICOS SUBMARINOS LTDA;1505705;01.505.705/0003-95;188,676;177,498;197,818;181,1;173,066;168,877;180,384;188,41;;;;;181,98
72138;ALLTECH;ALLTECH DO BRASIL AGROINDUSTRIAL LTDA.;72058241;72.058.241/0001-00;1.681,21;1.999,18;2.479,36;2.030,90;2.868,69;2.643,71;3.310,75;2.312,20;;;;;2.415,75
72142;EMILIANO RJ;EMILIANO RJ EMPREENDIMENTOS E PARTICIPACOES HOTELEIRAS SOCIEDADE LTDA.;16365607;16.365.607/0001-05;171,834;156,572;173,903;158,597;146,313;127,951;139,99;141,084;;;;;152,03
72162;GLASS TEMPER;GLASS TEMPER GTSUL INDUSTRIA E COMERCIO DE VIDROS LTDA;17035997;17.035.997/0001-18;168,151;145,972;131,629;123,485;144,194;191,256;200,226;159,348;;;;;158,03
72163;DESCARPACK;DESCARPACK DESCARTAVEIS DO BRASIL LTDA;1057428;01.057.428/0001-33;22,591;19,054;21,342;0;0;0;0;0;;;;;7,87
72164;UNIAO QUIMICA MATRIZ;UNIAO QUIMICA FARMACEUTICA NACIONAL S A;60665981;60.665.981/0001-18;506,744;469,93;532,203;444,381;439,048;391,127;431,266;439,663;;;;;456,8
72174;COTRISUL ENGENHO;COOPERATIVA TRITICOLA CACAPAVANA LTDA;87678132;87.678.132/0001-55;160,411;180,101;250,131;158,359;185,207;189,118;145,489;123,395;;;;;174,03
72194;CONEXAO MARITIMA;CONEXAO MARITIMA - SERVICOS LOGISTICOS S.A.;8473312;08.473.312/0001-24;168,879;172,196;185,05;152,192;173,829;141,728;146,056;136,234;;;;;159,52
72241;GRAN HOTEL STELLA MARIS;BAHIA STELLA ADMINISTRACAO DE HOTEIS, BARES E RESTAURANTE EIRELI;11050832;11.050.832/0001-39;265,195;220,308;236,131;237,51;218,5;183,148;204,376;199,222;;;;;220,55
72261;RIACHUELO LT 1 NE;LOJAS RIACHUELO SA;33200056;33.200.056/0001-49;1.655,90;1.576,09;2.161,40;2.020,73;2.024,00;1.860,03;1.951,24;1.934,44;;;;;1.897,98
72262;RIACHUELO LT 2 SE/CO;LOJAS RIACHUELO SA;33200056;33.200.056/0001-49;2.638,33;2.500,53;2.822,90;2.528,83;2.245,11;2.146,96;2.200,45;2.111,90;;;;;2.399,37
72301;ANTARES;CONDOMINIO DO EDIFICIO ANTARES FLAT SERVICE;66059536;66.059.536/0001-90;128,309;120,927;157,642;128,84;87,971;65,77;102,146;81,746;;;;;109,17
72302;FERROLENE;FERROLENE SA INDUSTRIA E COMERCIO DE METAIS;61881017;61.881.017/0001-90;509,632;505,794;584,397;556,582;590,903;548,587;505,838;546,214;;;;;543,49
72303;SHOPPING PATIO BRASIL;CONDOMINIO DO PATIO BRASIL SHOPPING;2262656;02.262.656/0001-08;365,148;294,966;334,335;325,583;308,85;283,103;280,252;298,025;;;;;311,28
72321;SHOP IGUATEMI SJRP;COMPLEXO IGUATEMI RIO PRETO;21687591;21.687.591/0001-97;1.134,64;1.038,33;1.131,67;1.031,69;901,181;862,926;928,918;894,01;;;;;990,42
72322;HOSP SANTA CLARA UBERLANDIA;HOSPITAL E MATERNIDADE SANTA CLARA S/A;25761040;25.761.040/0001-87;193,681;173,671;212,226;196,77;158,981;149,743;158,755;165,286;;;;;176,14
72341;TEXTIL OESTE CL;INDUSTRIA TEXTIL OESTE LTDA;85217404;85.217.404/0001-94;1.172,05;1.514,37;1.726,64;1.447,82;1.528,44;1.589,71;1.586,84;1.569,63;;;;;1.516,94
72342;ECOFABRIL CL;ECOFABRIL INDUSTRIA E COMERCIO LTDA;308527;00.308.527/0001-88;1.662,79;1.664,70;1.828,02;1.739,20;1.828,00;1.715,24;1.777,39;1.808,07;;;;;1.752,92
72343;TECHNIPFMC;FMC TECHNOLOGIES DO BRASIL LTDA.;48122295;48.122.295/0001-03;458,963;425,859;512,909;436,209;426,836;376,366;409,733;414,493;;;;;432,67
72363;BNB;BRASIL NORTE BEBIDAS S/A;34590315;34.590.315/0001-58;1.216,15;1.139,00;1.442,75;1.401,94;1.429,40;1.471,16;1.645,52;1.694,14;;;;;1.430,01
72366;ABEC SUL;ASSOCIACAO BRASILEIRA DE EDUCACAO E CULTURA -ABEC;60982352;60.982.352/0001-11;108,901;207,336;225,037;167,006;159,895;148,687;124,04;165,947;;;;;163,36
72381;CATUPIRY;LATICINIOS CATUPIRY LTDA;61087367;61.087.367/0001-89;666,637;592,78;663,129;604,738;592,958;590,359;623,834;616,699;;;;;618,89
72505;PLASTICOS BRANDT;PLASTICOS BRANDT LTDA;1389942;01.389.942/0001-76;108,835;107,78;125,514;109,205;125,236;107,014;116,825;112,58;;;;;114,12
72506;GABOARDI;SA FOSFOROS GABOARDI;83754986;83.754.986/0001-12;163,617;191,02;185,25;168,081;221,679;208,167;202,707;232,155;;;;;196,58
72541;CRVR;CRVR - RIOGRANDENSE VALORIZACAO DE RESIDUO S.A.;3505185;03.505.185/0001-84;59,105;49,323;48,272;40,56;45,882;40,404;33,005;40,829;;;;;44,67
72577;IGAS;GNV AROEIRAS LTDA;7141961;07.141.961/0001-65;55,333;42,224;28,367;21,279;26,615;44,468;81,214;93,775;;;;;49,16
72601;KIM PAES;KIM NETO INDUSTRIA E COMERCIO DE PANIFICACAO LTDA;2867469;02.867.469/0001-58;296,503;291,012;336,336;317,051;296,698;280,292;287,723;298,855;;;;;300,56
72604;SHOPPING PIRATAS;CONDOMINIO DO MALL;2236246;02.236.246/0001-92;268,095;233,285;280,147;210,836;183,259;157,033;182,929;172,402;;;;;211
72606;NEXA TRES MARIAS;NEXA RECURSOS MINERAIS S.A.;42416651;42.416.651/0001-07;55.990,29;44.721,97;44.541,70;62.485,92;66.805,00;65.376,72;66.386,03;66.201,83;;;;;59.063,68
72607;NEXA JUIZ DE FORA;NEXA RECURSOS MINERAIS S.A.;42416651;42.416.651/0001-07;33.654,85;29.816,43;33.466,12;33.575,88;33.982,28;33.123,34;34.566,49;36.703,42;;;;;33.611,10
72608;NEXA VAZANTE;NEXA RECURSOS MINERAIS S.A.;42416651;42.416.651/0001-07;28.477,81;25.497,06;26.656,12;26.052,11;26.626,06;25.688,81;26.580,42;26.300,22;;;;;26.484,83
72609;NEXA MORRO AGUDO;NEXA RECURSOS MINERAIS S.A.;42416651;42.416.651/0001-07;5.751,13;5.953,37;6.575,24;6.113,41;6.651,94;6.435,67;6.110,12;6.675,14;;;;;6.283,25
72610;BARRASHOPPINGSUL CE;SUB-CONDOMINIO SHOPPING CENTER BARRASHOPPINGSUL;10429828;10.429.828/0001-13;72,285;65,985;64,765;48,199;41,188;31,806;45,792;39,754;;;;;51,22
72642;FCA JABOATAO;FCA FIAT CHRYSLER AUTOMOVEIS BRASIL LTDA.;16701716;16.701.716/0001-56;213,63;256,363;301,411;272,464;260,019;225,26;231,385;223,179;;;;;247,96
72643;AOI YAMA;AOI-YAMA INDUSTRIA DE COMPENSADOS S/A;4416098;04.416.098/0001-13;200,525;215,358;225,728;207,023;212,393;114,992;26,54;80,295;;;;;160,36
72703;SUPEMERCADOS CASAGRANDE 08 NE;SUPERMERCADOS CASAGRANDE LTDA;27473669;27.473.669/0001-57;128,061;117,484;129,127;111,422;107,971;94,558;98,921;99,585;;;;;110,89
72761;BRESCO;ASSOCIACAO MANTENEDORA DO BRESCO CONTAGEM PARQUE LOGISTICO;27608360;27.608.360/0001-27;160,395;148,85;169,11;155,142;155,59;145,304;147,748;154,657;;;;;154,6
72844;ZANLORENZI;ZANLORENZI BEBIDAS LTDA;75802041;75.802.041/0001-09;299,554;323,967;399,482;367,663;378,615;318,204;340,383;394,33;;;;;352,77
72846;PETROPLAST;PETROPLAST INDUSTRIA DE FITAS E SELOS LTDA;8228625;08.228.625/0001-17;184,369;156,843;217,588;203,616;203,831;199,158;197,221;199,194;;;;;195,23
72847;POLOCARUARU;POLO COMERCIAL DE CARUARU LTDA.;5970676;05.970.676/0001-21;188,569;177,86;203,587;191,024;188,526;174,721;171,161;185,987;;;;;185,18
72861;HERING EI SE;CIA. HERING;78876950;78.876.950/0001-71;727,399;692,453;803,358;724,173;729,463;709,602;697,896;747,346;;;;;728,96
72883;REFRIKO MS;CERVEJARIA BAMBOA LTDA;9544291;09.544.291/0001-53;369,14;347,373;376,22;334,27;386,306;349,673;401,267;410,303;;;;;371,82
72884;REFRIKO PR;REFRIKO INDUSTRIA E COMERCIO DE BEBIDAS LTDA;10656672;10.656.672/0001-03;212,926;233,56;318,945;253,673;288,017;216,012;259,917;303,199;;;;;260,78
72885;JLX MINERACAO;JLX MINERACAO S/A;9545681;09.545.681/0001-48;168,754;188,087;248,716;227,199;235,816;201,282;211,898;224,268;;;;;213,25
72903;GELO MONTE CLARO CE;INDUSTRIA ALIMENTICIA MONTE CLARO DE MERITI LTDA;28996338;28.996.338/0001-64;165,697;208,196;229,38;189,879;134,149;109,833;127,581;0;;;;;145,59
72921;NOVAPORCELANATO;NOVAPORCELANATO INDUSTRIA E COMERCIO DE PORCELANATO LTDA.;21227734;21.227.734/0001-88;5.061,62;4.401,47;4.798,26;4.504,97;4.589,94;4.574,16;4.737,19;4.745,44;;;;;4.676,63
72942;USINDI;USINDI METAL EIRELI;986742;00.986.742/0001-38;93,619;97,134;107,972;91,256;100,53;97,788;111,8;120,412;;;;;102,56
72982;COND SB PLAZA SHOP;CONDOMINIO GERAL SAO BERNARDO PLAZA SHOPPING;25353391;25.353.391/0001-59;967,887;894,554;988,602;923,688;882,762;821,994;911,214;850,463;;;;;905,15
73001;PLASTICOS DO CARMO;PLASTICOS DO CARMO EIRELI;7788451;07.788.451/0001-84;122,518;133,759;146,7;170,804;170,326;151,525;174,728;178,776;;;;;156,14
73022;KADESH;KADESH EQUIPAMENTOS PROFISSIONAIS LTDA;6293564;06.293.564/0001-46;199,567;191,169;217,692;169,945;215,751;217,568;217,991;242,111;;;;;208,97
73023;BRASIPACK;BRASIPACK INDUSTRIA E COMERCIO DE EMBALAGENS LTDA;19454803;19.454.803/0001-44;0;0;0;0;0;0;293,646;358,326;;;;;81,5
73042;CICLOPE;CICLOPE COMPONENTES AUTOMOTIVOS LTDA;71337356;71.337.356/0001-63;190,934;191,865;232,775;205,677;222,405;223,817;215,113;230,448;;;;;214,13
73081;SEBO PARANAENSE;SEBO PARANAENSE LTDA;22066791;22.066.791/0001-95;212,608;297,925;290,093;285,301;250,351;281,771;274,02;279,762;;;;;271,48
73083;RENOVAPLASTIC;RENOVAPLASTIC INDUSTRIA E COMERCIO DE PLASTICO - EIRELI;24334553;24.334.553/0001-49;0;0;318,977;301,19;292,874;294,574;331,395;299,742;;;;;229,84
73087;NILZAPLACHI;PLACHI & PLACHI LTDA;34834937;34.834.937/0001-84;390,654;307,835;452,075;421,9;367,539;378,557;467,734;552,052;;;;;417,29
73088;3PL LOGISTICA;3PL BRASIL LOGISTICA S.A.;23429671;23.429.671/0001-78;431,635;413,398;474,92;443,685;411,527;397,392;409,826;415,625;;;;;424,75
73089;ATACADO MAXIMO;REAL PAULISTA COMERCIAL DE ALIMENTOS LTDA.;16881766;16.881.766/0001-62;423,05;384,243;432,874;393,791;366,126;342,537;359,278;351,983;;;;;381,74
73101;FRISA CE;FRISA FRIGORIFICO RIO DOCE S A;27497684;27.497.684/0001-35;147,376;137,583;225,061;153,544;123,872;123,167;115,687;88,036;;;;;139,29
73121;CPFL SANTA CRUZ;COMPANHIA JAGUARI DE ENERGIA;53859112;53.859.112/0001-69;103.594,92;89.827,70;96.018,45;85.289,57;84.220,68;76.523,87;84.272,14;81.428,77;;;;;87.647,01
73122;CPFL MOCOCA SE;COMPANHIA JAGUARI DE ENERGIA;53859112;53.859.112/0001-69;19.421,16;18.429,63;21.407,37;19.361,20;18.331,89;18.372,91;19.681,23;20.312,12;;;;;19.414,69
73123;CPFL LESTE PAULISTA;COMPANHIA JAGUARI DE ENERGIA;53859112;53.859.112/0001-69;28.066,15;27.217,86;31.706,61;31.904,74;30.671,16;31.091,09;34.716,60;32.905,88;;;;;31.035,01
73124;CPFL SUL PAULISTA;COMPANHIA JAGUARI DE ENERGIA;53859112;53.859.112/0001-69;37.508,20;35.262,15;39.841,08;35.366,39;35.653,31;33.629,99;35.605,62;35.578,44;;;;;36.055,65
73141;JOSITA;GALVANIZACAO JOSITA LTDA;62988365;62.988.365/0001-23;351,182;346,696;375,706;359,524;396,995;386,372;376,791;400,71;;;;;374,25
73161;SOLENIS AMERICANA;SOLENIS DO BRASIL QUIMICAS LTDA.;3945556;03.945.556/0001-49;197,512;181,493;210,48;186,256;203,791;204,225;212,745;220,095;;;;;202,07
73181;HERMES PARDINI -NTO CL;INSTITUTO HERMES PARDINI S/A;19378769;19.378.769/0053-05;1.009,57;906,121;1.064,36;983,946;905,64;844,692;842,426;890,45;;;;;930,9
73222;AVICOLA CATARINENSE;GRANJA FARIA S.A.;81616807;81.616.807/0001-55;302,513;308,186;357,952;400,328;413,717;386,976;415,247;435,655;;;;;377,57
73241;ITAP BEMIS CL;AMCOR FLEXIBLES RONDONOPOLIS LTDA;6559531;06.559.531/0001-03;1.249,72;1.198,45;1.171,85;1.162,35;1.089,77;1.054,10;979,706;1.154,74;;;;;1.132,58
73261;CLUB MED NE;CLUB MED BRASIL S/A;3010384;03.010.384/0001-11;419,795;389,431;405,722;403,971;333,292;272,136;288,3;291,129;;;;;350,47
73262;CANAA CARGA;COCAL COMERCIO INDUSTRIA CANAA ACUCAR E ALCOOL LTDA;44373108;44.373.108/0001-03;804,524;799,315;1.588,44;556,363;36,794;507,939;7,893;805,41;;;;;638,34
73265;METALSINOS;METALSINOS INDUSTRIA COMERCIO REPRESENTACOES LTDA;91437418;91.437.418/0001-16;235,186;239,534;254,464;201,95;230,798;245,905;256,204;278,219;;;;;242,78
73281;COCAL CARGA;COCAL COMERCIO INDUSTRIA CANAA ACUCAR E ALCOOL LTDA;44373108;44.373.108/0001-03;48,569;0;412,959;115,209;156,629;273,162;22,876;261,337;;;;;161,34
73305;ASU CUBATAO;MESSER GASES LTDA.;60619202;60.619.202/0001-48;18.586,78;16.964,10;18.803,86;18.347,30;18.669,99;17.339,36;15.477,63;18.407,53;;;;;17.824,57
73306;COCAL CL;COCAL TERMOELETRICA S/A;4813138;04.813.138/0001-60;0;0;87,381;169,556;17,214;0,593;1,613;0,71;;;;;34,63
73364;BERNECK ARAUCARIA;BERNECK S.A. PAINEIS E SERRADOS;81905176;81.905.176/0001-94;14.577,37;12.514,43;14.730,94;13.437,84;14.281,79;13.444,40;14.188,64;14.714,07;;;;;13.986,18
73365;BERNECK CURITIBANOS;BERNECK S.A. PAINEIS E SERRADOS;81905176;81.905.176/0001-94;10.481,23;10.672,50;8.665,15;9.693,12;10.408,19;8.774,83;10.277,88;9.730,80;;;;;9.837,96
73367;ITAMINAS CL;ITAMINAS COMERCIO DE MINERIOS SA;18752824;18.752.824/0001-83;3.939,72;3.887,53;4.331,13;4.222,27;4.233,36;4.202,40;4.783,96;4.746,24;;;;;4.293,32
73383;SPAL SANTO ANGELO;SPAL INDUSTRIA BRASILEIRA DE BEBIDAS S/A;61186888;61.186.888/0001-93;37,122;33,46;37,008;31,366;31,577;31,013;32,3;32,277;;;;;33,27
73384;NOVACKI UNIAO CL;NOVACKI PAPEL E EMBALAGENS S.A.;13987350;13.987.350/0001-35;3.349,42;3.132,46;3.455,83;3.381,11;3.551,99;3.006,45;2.936,75;3.501,03;;;;;3.289,38
73401;AMBEV SA CACHOEIRA MACACU;AMBEV S.A.;7526557;07.526.557/0001-00;3.146,28;2.614,56;2.832,76;2.675,64;2.674,80;2.427,88;2.521,27;2.527,91;;;;;2.677,64
73441;EXAL BRASIL;TRIVIUM PACKAGING BRASIL FABRICACAO DE EMBALAGENS DE ALUMINIO LTDA;11910822;11.910.822/0001-26;1.656,71;1.463,34;1.640,81;1.567,31;1.597,86;1.544,10;1.602,73;1.518,53;;;;;1.573,92
